1682582480246	4167
1682583080426	4167
1682609337281	4167
1682609937778	4167
1682614686945	4167
1682616012438	4167
1682617587816	4167
1682618861964	4167
1682667137928	4167
1682667737709	4167
1682669013117	4167
1682676827251	4167
1682683453139	4167
1682686228555	4167
1682689027962	4167
1682689877726	4167
1682691777717	4167
1682698653485	4167
1682700103929	4167
1682700228747	4167
1682700978311	4167
1682747978921	4167
1682748854203	4167
1682752503834	4167
1682753730478	4167
1682756186211	4167
1682756428824	4167
1682764678860	4167
1682765278494	4167
1682765878922	4167
1682770229326	4167
1683193655748	4167
1683193898099	4167
1683194859720	4167
1683198784552	4167
1683201709350	4167
1683207384869	4167
1683207984538	4167
1683208584927	4167
1683211034795	4167
1683215404633	4167
1683216005456	4167
1683216606465	4167
1683223280434	4167
1683261532268	4167
1683261656319	4167
1683264185597	4167
1683264907035	4167
1683265784887	4167
1683267707501	4167
1683271855897	4167
1683272456149	4167
1683278631272	4167
1683279958294	4167
1683280681680	4167
1683286506743	4167
1683287106941	4167
1683303781961	4167
1683361058512	4167
1683363808595	4167
1683364410938	4167
1683365861893	4167
1683374783743	4167
1683395407592	4167
1683398455326	4167
1683433431840	4167
1683438157604	4167
1683440780677	4167
1683442106105	4167
1683443081691	4167
1683444281352	4167
1683445308002	4167
1683446155749	4167
1683468323449	4167
1683470022829	4167
1683478942436	4167
1683479542648	4167
1683536318728	4167
1683537843198	4167
1683543118865	4167
1683544770109	4167
1683644811684	4167
1683649336583	4167
1683654986080	4167
1683701487103	4167
1683703812420	4167
1683709712890	4167
1683716117359	4167
1683717087733	4167
1683718413316	4167
1683721912535	4167
1683725241772	4167
1683728163482	4167
1683730213472	4167
1683730762809	4167
1683740313749	4167
1683743589176	4167
1683744189253	4167
1683744438510	4167
1683744990185	4167
1683881548788	4167
1683887700638	4167
1683893698686	4167
1683894549176	4167
1683896124192	4167
1683897474121	4167
1683899399565	4167
1683901099493	4167
1683901823945	4167
1683902552739	4167
1683908449665	4167
1683913274772	4167
1683913874173	4167
1683916074461	4167
1683916800323	4167
1683917524802	4167
1683918250134	4167
1683951800326	4167
1683957275553	4167
1683959677388	4167
1683960401080	4167
1683962177585	4167
1683967601037	4167
1683968201001	4167
1683968927303	4167
1683970976310	4167
1683971825578	4167
1683972306519	4167
1683973628400	4167
1683974953283	4167
1683980376441	4167
1683980626375	4167
1683993451502	4167
1683994778253	4167
1683999801704	4167
1684004051476	4167
1684038977818	4167
1684047077941	4167
1684054253790	4167
1684054852873	4167
1684058277281	4167
1684059602755	4167
1684064554984	4167
1684064953670	4167
1684075178428	4167
1684077103487	4167
1684080127821	4167
1684128104569	4167
1684129403919	4167
1684130129317	4167
1684148505534	4167
1684149955058	4167
1684150554857	4167
1684152005207	4167
1684152780249	4167
1684153379868	4167
1685177072842	4167
1685178519436	4167
